path_id,length,diagnosis,path
348,4,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> IDA_Diagnosis
349,5,Chronic_Kidney_Disease_Anemia_Diagnosis,Start -> CBC -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Kidney_Disease_Anemia_Diagnosis
350,5,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> Hemolytic_Anemia_Diagnosis
351,7,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
352,5,Folate_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Folate_Deficiency_Diagnosis
353,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
354,6,Chronic_Kidney_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Kidney_Disease_Anemia_Diagnosis
355,7,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Chronic_Disease_Anemia_Diagnosis
356,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> Reticulocyte_Count -> Repeat_Reticulocyte -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
357,7,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Chronic_Disease_Anemia_Diagnosis
358,8,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Repeat_Iron_Panel -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Chronic_Disease_Anemia_Diagnosis
359,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
360,5,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
361,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
362,5,Folate_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Folate_Deficiency_Diagnosis
363,8,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
364,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
365,7,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> Reticulocyte_Count -> Hemolytic_Anemia_Diagnosis
366,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Coombs_Test -> Hemolytic_Anemia_Diagnosis
367,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
368,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
369,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
370,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
371,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
372,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
373,8,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
374,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
375,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
376,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> Reticulocyte_Count -> Repeat_Reticulocyte -> Hemolytic_Anemia_Diagnosis
377,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
378,8,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
379,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
380,6,IDA_Diagnosis,Start -> CBC -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
381,4,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> IDA_Diagnosis
382,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
383,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
384,8,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
385,4,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> IDA_Diagnosis
386,6,IDA_Diagnosis,Start -> CBC -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
387,6,Chronic_Kidney_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Kidney_Disease_Anemia_Diagnosis
388,7,Thalassemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Thalassemia_Diagnosis
389,6,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Disease_Anemia_Diagnosis
390,7,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Chronic_Disease_Anemia_Diagnosis
391,8,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Repeat_Iron_Panel -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
392,7,Thalassemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Thalassemia_Diagnosis
393,8,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Chronic_Disease_Anemia_Diagnosis
394,5,B12_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> B12_Deficiency_Diagnosis
395,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
396,7,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
397,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
398,6,B12_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Methylmalonic_Acid_Test -> B12_Deficiency_Diagnosis
399,5,MDS_Diagnosis,Start -> CBC -> MCV_Analysis -> Bone_Marrow_Biopsy -> MDS_Diagnosis
400,7,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
401,6,IDA_Diagnosis,Start -> CBC -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
402,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
403,9,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Coombs_Test -> Hemolytic_Anemia_Diagnosis
404,4,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> IDA_Diagnosis
405,7,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Disease_Anemia_Diagnosis
406,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
407,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
408,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Coombs_Test -> Hemolytic_Anemia_Diagnosis
409,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
410,4,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> IDA_Diagnosis
411,6,MDS_Diagnosis,Start -> CBC -> Reticulocyte_Count -> EPO_Level_Test -> Bone_Marrow_Biopsy -> MDS_Diagnosis
412,5,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
413,5,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
414,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
415,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> Reticulocyte_Count -> EPO_Level_Test -> Hemolytic_Anemia_Diagnosis
416,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Reticulocyte_Count -> Repeat_Reticulocyte -> Reticulocyte_Count -> Hemolytic_Anemia_Diagnosis
417,7,Thalassemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Thalassemia_Diagnosis
418,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> Reticulocyte_Count -> LDH_Test -> Hemolytic_Anemia_Diagnosis
419,6,Hemolytic_Anemia_Diagnosis,Start -> CBC -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
420,5,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
421,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
422,6,B12_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Methylmalonic_Acid_Test -> B12_Deficiency_Diagnosis
423,7,Thalassemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Thalassemia_Diagnosis
424,5,Folate_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Folate_Deficiency_Diagnosis
425,4,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> IDA_Diagnosis
426,7,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Chronic_Disease_Anemia_Diagnosis
427,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
428,5,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
429,8,Folate_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> B12_Folate_Test -> Methylmalonic_Acid_Test -> Folate_Deficiency_Diagnosis
430,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
431,7,Thalassemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Thalassemia_Diagnosis
432,5,MDS_Diagnosis,Start -> CBC -> MCV_Analysis -> Bone_Marrow_Biopsy -> MDS_Diagnosis
433,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Coombs_Test -> Hemolytic_Anemia_Diagnosis
434,7,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
435,7,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
436,6,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> Iron_Studies -> IDA_Diagnosis
437,6,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Disease_Anemia_Diagnosis
438,5,IDA_Diagnosis,Start -> CBC -> B12_Folate_Test -> Iron_Studies -> IDA_Diagnosis
439,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
440,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
441,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
442,7,Thalassemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Thalassemia_Diagnosis
443,6,B12_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Methylmalonic_Acid_Test -> B12_Deficiency_Diagnosis
444,5,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> Hemolytic_Anemia_Diagnosis
445,5,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
446,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
447,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
448,7,Thalassemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Thalassemia_Diagnosis
449,8,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
450,6,IDA_Diagnosis,Start -> CBC -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
451,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> Reticulocyte_Count -> LDH_Test -> Hemolytic_Anemia_Diagnosis
452,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> MCV_Analysis -> IDA_Diagnosis
453,7,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
454,8,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> MCV_Analysis -> Bone_Marrow_Biopsy -> IDA_Diagnosis
455,8,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
456,5,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
457,8,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Repeat_Iron_Panel -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Chronic_Disease_Anemia_Diagnosis
458,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
459,6,IDA_Diagnosis,Start -> CBC -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
460,8,Thalassemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Repeat_Iron_Panel -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Thalassemia_Diagnosis
461,7,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Disease_Anemia_Diagnosis
462,6,Hemolytic_Anemia_Diagnosis,Start -> CBC -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
463,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
464,7,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Chronic_Disease_Anemia_Diagnosis
465,4,IDA_Diagnosis,Start -> CBC -> Iron_Studies -> IDA_Diagnosis
466,5,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
467,4,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> IDA_Diagnosis
468,5,Folate_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Folate_Deficiency_Diagnosis
469,6,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Disease_Anemia_Diagnosis
470,7,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Chronic_Disease_Anemia_Diagnosis
471,6,Chronic_Kidney_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Kidney_Disease_Anemia_Diagnosis
472,6,MDS_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Bone_Marrow_Biopsy -> MDS_Diagnosis
473,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
474,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
475,5,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Disease_Anemia_Diagnosis
476,8,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Repeat_Iron_Panel -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
477,5,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> IDA_Diagnosis
478,5,B12_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> B12_Deficiency_Diagnosis
479,7,B12_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> B12_Folate_Test -> B12_Deficiency_Diagnosis
480,6,Aplastic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Bone_Marrow_Biopsy -> Aplastic_Anemia_Diagnosis
481,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
482,8,Aplastic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Peripheral_Blood_Smear -> Bone_Marrow_Biopsy -> Aplastic_Anemia_Diagnosis
483,5,MDS_Diagnosis,Start -> CBC -> MCV_Analysis -> Bone_Marrow_Biopsy -> MDS_Diagnosis
484,6,Chronic_Kidney_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Kidney_Disease_Anemia_Diagnosis
485,6,B12_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Methylmalonic_Acid_Test -> B12_Deficiency_Diagnosis
486,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Coombs_Test -> Hemolytic_Anemia_Diagnosis
487,6,Hemolytic_Anemia_Diagnosis,Start -> CBC -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
488,6,Chronic_Kidney_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Kidney_Disease_Anemia_Diagnosis
489,7,Thalassemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Thalassemia_Diagnosis
490,6,B12_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Methylmalonic_Acid_Test -> B12_Deficiency_Diagnosis
491,8,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
492,4,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> IDA_Diagnosis
493,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
494,6,Aplastic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Bone_Marrow_Biopsy -> Aplastic_Anemia_Diagnosis
495,7,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
496,6,B12_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Methylmalonic_Acid_Test -> B12_Deficiency_Diagnosis
497,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
498,8,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Repeat_Iron_Panel -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
499,7,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> Reticulocyte_Count -> Repeat_Reticulocyte -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Disease_Anemia_Diagnosis
500,7,Autoimmune_Hemolytic_Diagnosis,Start -> CBC -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Coombs_Test -> Autoimmune_Hemolytic_Diagnosis
501,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Coombs_Test -> Hemolytic_Anemia_Diagnosis
502,4,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> IDA_Diagnosis
503,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
504,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> Repeat_Reticulocyte -> Reticulocyte_Count -> LDH_Test -> Hemolytic_Anemia_Diagnosis
505,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
506,7,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
507,7,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Chronic_Disease_Anemia_Diagnosis
508,6,B12_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Methylmalonic_Acid_Test -> B12_Deficiency_Diagnosis
509,8,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Coombs_Test -> Hemolytic_Anemia_Diagnosis
510,7,Hemolytic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Hemolytic_Anemia_Diagnosis
511,6,B12_Deficiency_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Methylmalonic_Acid_Test -> B12_Deficiency_Diagnosis
512,8,Aplastic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Peripheral_Blood_Smear -> Bone_Marrow_Biopsy -> Aplastic_Anemia_Diagnosis
513,8,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Repeat_CBC -> CBC -> MCV_Analysis -> Reticulocyte_Count -> IDA_Diagnosis
514,7,Autoimmune_Hemolytic_Diagnosis,Start -> CBC -> Reticulocyte_Count -> LDH_Test -> Haptoglobin_Test -> Coombs_Test -> Autoimmune_Hemolytic_Diagnosis
515,7,Thalassemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Thalassemia_Diagnosis
516,8,Aplastic_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> LDH_Test -> Peripheral_Blood_Smear -> Bone_Marrow_Biopsy -> Aplastic_Anemia_Diagnosis
517,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
518,6,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> MCV_Analysis -> Reticulocyte_Count -> EPO_Level_Test -> Chronic_Disease_Anemia_Diagnosis
519,7,Chronic_Disease_Anemia_Diagnosis,Start -> CBC -> Iron_Studies -> Repeat_Iron_Panel -> Ferritin_Test -> Hemoglobin_Electrophoresis -> Chronic_Disease_Anemia_Diagnosis
520,8,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> B12_Folate_Test -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
521,7,IDA_Diagnosis,Start -> CBC -> MCV_Analysis -> Iron_Studies -> Ferritin_Test -> TIBC_Test -> IDA_Diagnosis
